Factor,feature,Portion,Design,n_simulation,N
X2,X2,0.5449976585272502,RSM (I-optimal),490,16
X3 (non-informative),X3,0.04853660000533404,RSM (I-optimal),490,16
Random Normal,Random Normal,0.18367631641626883,RSM (I-optimal),490,16
X1,X1,0.23606993446413058,RSM (I-optimal),491,16
X2,X2,0.5018606517593232,RSM (I-optimal),491,16
X3 (non-informative),X3,0.02892217761250715,RSM (I-optimal),491,16
Random Normal,Random Normal,0.23314723616403904,RSM (I-optimal),491,16
X1,X1,0.20189425238418882,RSM (I-optimal),492,16
X2,X2,0.5509249115553501,RSM (I-optimal),492,16
X3 (non-informative),X3,0.03587276555072923,RSM (I-optimal),492,16
Random Normal,Random Normal,0.2113080705097318,RSM (I-optimal),492,16
X1,X1,0.26565884869570666,RSM (I-optimal),493,16
X2,X2,0.5680346626585799,RSM (I-optimal),493,16
X3 (non-informative),X3,0.039167879208641,RSM (I-optimal),493,16
Random Normal,Random Normal,0.12713860943707236,RSM (I-optimal),493,16
X1,X1,0.18874740742982027,RSM (I-optimal),494,16
X2,X2,0.49679676798441874,RSM (I-optimal),494,16
X3 (non-informative),X3,0.04653953939034938,RSM (I-optimal),494,16
Random Normal,Random Normal,0.2679162851954116,RSM (I-optimal),494,16
X1,X1,0.3054764846813032,RSM (I-optimal),495,16
X2,X2,0.4868713214116604,RSM (I-optimal),495,16
X3 (non-informative),X3,0.05023548471069538,RSM (I-optimal),495,16
Random Normal,Random Normal,0.15741670919634101,RSM (I-optimal),495,16
X1,X1,0.27214967945017565,RSM (I-optimal),496,16
X2,X2,0.533453955392686,RSM (I-optimal),496,16
X3 (non-informative),X3,0.0423073303642237,RSM (I-optimal),496,16
Random Normal,Random Normal,0.15208903479291458,RSM (I-optimal),496,16
X1,X1,0.22842158694032744,RSM (I-optimal),497,16
X2,X2,0.578677918734381,RSM (I-optimal),497,16
X3 (non-informative),X3,0.04376982000098284,RSM (I-optimal),497,16
Random Normal,Random Normal,0.14913067432430865,RSM (I-optimal),497,16
X1,X1,0.13201259367769164,RSM (I-optimal),498,16
X2,X2,0.45555806916918723,RSM (I-optimal),498,16
X3 (non-informative),X3,0.030860110549596732,RSM (I-optimal),498,16
Random Normal,Random Normal,0.3815692266035244,RSM (I-optimal),498,16
X1,X1,0.25999110639267936,RSM (I-optimal),499,16
X2,X2,0.6120202168601003,RSM (I-optimal),499,16
X3 (non-informative),X3,0.02520266317230444,RSM (I-optimal),499,16
Random Normal,Random Normal,0.10278601357491586,RSM (I-optimal),499,16
X1,X1,0.2892907872863843,RSM (I-optimal),500,16
X2,X2,0.541887850470299,RSM (I-optimal),500,16
X3 (non-informative),X3,0.020686093826371044,RSM (I-optimal),500,16
Random Normal,Random Normal,0.14813526841694566,RSM (I-optimal),500,16
X1,X1,0.23286365554391122,RSM (I-optimal),501,16
X2,X2,0.563940947285776,RSM (I-optimal),501,16
X3 (non-informative),X3,0.043696808600640874,RSM (I-optimal),501,16
Random Normal,Random Normal,0.15949858856967175,RSM (I-optimal),501,16
X1,X1,0.18169880041199485,RSM (I-optimal),502,16
X2,X2,0.5367260821699212,RSM (I-optimal),502,16
X3 (non-informative),X3,0.028361984407525614,RSM (I-optimal),502,16
Random Normal,Random Normal,0.25321313301055826,RSM (I-optimal),502,16
X1,X1,0.07592927169106033,RSM (I-optimal),503,16
X2,X2,0.41219872126312473,RSM (I-optimal),503,16
X3 (non-informative),X3,0.03502594614625396,RSM (I-optimal),503,16
Random Normal,Random Normal,0.476846060899561,RSM (I-optimal),503,16
X1,X1,0.2430625709544554,RSM (I-optimal),504,16
X2,X2,0.5355692731719899,RSM (I-optimal),504,16
X3 (non-informative),X3,0.03988824374553822,RSM (I-optimal),504,16
Random Normal,Random Normal,0.18147991212801654,RSM (I-optimal),504,16
X1,X1,0.21104220558917758,RSM (I-optimal),505,16
X2,X2,0.56922862644769,RSM (I-optimal),505,16
X3 (non-informative),X3,0.03364695433589565,RSM (I-optimal),505,16
Random Normal,Random Normal,0.1860822136272368,RSM (I-optimal),505,16
X1,X1,0.2008713576944793,RSM (I-optimal),506,16
X2,X2,0.5860512974660183,RSM (I-optimal),506,16
X3 (non-informative),X3,0.034696940865363166,RSM (I-optimal),506,16
Random Normal,Random Normal,0.1783804039741393,RSM (I-optimal),506,16
X1,X1,0.22818246187103658,RSM (I-optimal),507,16
X2,X2,0.4825793898394476,RSM (I-optimal),507,16
X3 (non-informative),X3,0.051773050528035436,RSM (I-optimal),507,16
Random Normal,Random Normal,0.23746509776148042,RSM (I-optimal),507,16
X1,X1,0.14830507129876097,RSM (I-optimal),508,16
X2,X2,0.4738477374753938,RSM (I-optimal),508,16
X3 (non-informative),X3,0.036201822177035214,RSM (I-optimal),508,16
Random Normal,Random Normal,0.34164536904881,RSM (I-optimal),508,16
X1,X1,0.20252348240075194,RSM (I-optimal),509,16
X2,X2,0.5846908739825397,RSM (I-optimal),509,16
X3 (non-informative),X3,0.0300488827590708,RSM (I-optimal),509,16
Random Normal,Random Normal,0.18273676085763751,RSM (I-optimal),509,16
X1,X1,0.29440867007401517,RSM (I-optimal),510,16
X2,X2,0.5518379978989981,RSM (I-optimal),510,16
X3 (non-informative),X3,0.026931361031944438,RSM (I-optimal),510,16
Random Normal,Random Normal,0.1268219709950421,RSM (I-optimal),510,16
X1,X1,0.24579924749217733,RSM (I-optimal),511,16
X2,X2,0.564601639061509,RSM (I-optimal),511,16
X3 (non-informative),X3,0.04227219184019997,RSM (I-optimal),511,16
Random Normal,Random Normal,0.14732692160611366,RSM (I-optimal),511,16
X1,X1,0.24523095175001702,RSM (I-optimal),512,16
X2,X2,0.508203616296329,RSM (I-optimal),512,16
X3 (non-informative),X3,0.021932875779945956,RSM (I-optimal),512,16
Random Normal,Random Normal,0.22463255617370798,RSM (I-optimal),512,16
X1,X1,0.17864091565387208,RSM (I-optimal),513,16
X2,X2,0.6181037338490174,RSM (I-optimal),513,16
X3 (non-informative),X3,0.017322852259316512,RSM (I-optimal),513,16
Random Normal,Random Normal,0.185932498237794,RSM (I-optimal),513,16
X1,X1,0.2800904455450281,RSM (I-optimal),514,16
X2,X2,0.5990949051955461,RSM (I-optimal),514,16
X3 (non-informative),X3,0.016471265582390572,RSM (I-optimal),514,16
Random Normal,Random Normal,0.10434338367703509,RSM (I-optimal),514,16
X1,X1,0.266236574427121,RSM (I-optimal),515,16
X2,X2,0.5654331406208674,RSM (I-optimal),515,16
X3 (non-informative),X3,0.03381464629753812,RSM (I-optimal),515,16
Random Normal,Random Normal,0.13451563865447358,RSM (I-optimal),515,16
X1,X1,0.30137327147190257,RSM (I-optimal),516,16
X2,X2,0.5780881777602677,RSM (I-optimal),516,16
X3 (non-informative),X3,0.017687255627902097,RSM (I-optimal),516,16
Random Normal,Random Normal,0.10285129513992779,RSM (I-optimal),516,16
X1,X1,0.2543305224636604,RSM (I-optimal),517,16
X2,X2,0.5284160700587427,RSM (I-optimal),517,16
X3 (non-informative),X3,0.033506176973262546,RSM (I-optimal),517,16
Random Normal,Random Normal,0.1837472305043343,RSM (I-optimal),517,16
X1,X1,0.21879255734813538,RSM (I-optimal),518,16
X2,X2,0.6365002035932606,RSM (I-optimal),518,16
X3 (non-informative),X3,0.012183037996869558,RSM (I-optimal),518,16
Random Normal,Random Normal,0.13252420106173443,RSM (I-optimal),518,16
X1,X1,0.19069388026078563,RSM (I-optimal),519,16
X2,X2,0.6258992126698968,RSM (I-optimal),519,16
X3 (non-informative),X3,0.027927320406300363,RSM (I-optimal),519,16
Random Normal,Random Normal,0.15547958666301726,RSM (I-optimal),519,16
X1,X1,0.23749796699310613,RSM (I-optimal),520,16
X2,X2,0.5133382189438277,RSM (I-optimal),520,16
X3 (non-informative),X3,0.019620303290913615,RSM (I-optimal),520,16
Random Normal,Random Normal,0.22954351077215251,RSM (I-optimal),520,16
X1,X1,0.12987355951868526,RSM (I-optimal),521,16
X2,X2,0.688682360092267,RSM (I-optimal),521,16
X3 (non-informative),X3,0.0,RSM (I-optimal),521,16
Random Normal,Random Normal,0.18144408038904783,RSM (I-optimal),521,16
X1,X1,0.2754104185408216,RSM (I-optimal),522,16
X2,X2,0.5288416865742889,RSM (I-optimal),522,16
X3 (non-informative),X3,0.06410164936526747,RSM (I-optimal),522,16
Random Normal,Random Normal,0.13164624551962203,RSM (I-optimal),522,16
X1,X1,0.2292160660663162,RSM (I-optimal),523,16
X2,X2,0.5510405223204574,RSM (I-optimal),523,16
X3 (non-informative),X3,0.0324877639127679,RSM (I-optimal),523,16
Random Normal,Random Normal,0.18725564770045838,RSM (I-optimal),523,16
X1,X1,0.25051979865902574,RSM (I-optimal),524,16
X2,X2,0.4800280341409649,RSM (I-optimal),524,16
X3 (non-informative),X3,0.07397788445511123,RSM (I-optimal),524,16
Random Normal,Random Normal,0.19547428274489811,RSM (I-optimal),524,16
X1,X1,0.13180203411741717,RSM (I-optimal),525,16
X2,X2,0.4176954828697763,RSM (I-optimal),525,16
X3 (non-informative),X3,0.0331986113245609,RSM (I-optimal),525,16
Random Normal,Random Normal,0.4173038716882457,RSM (I-optimal),525,16
X1,X1,0.16758761585385287,RSM (I-optimal),526,16
X2,X2,0.5543827688314288,RSM (I-optimal),526,16
X3 (non-informative),X3,0.051149715473061304,RSM (I-optimal),526,16
Random Normal,Random Normal,0.2268798998416569,RSM (I-optimal),526,16
X1,X1,0.27049111414205185,RSM (I-optimal),527,16
X2,X2,0.5413883751949624,RSM (I-optimal),527,16
X3 (non-informative),X3,0.04709236022651558,RSM (I-optimal),527,16
Random Normal,Random Normal,0.14102815043647013,RSM (I-optimal),527,16
X1,X1,0.13699830135892993,RSM (I-optimal),528,16
X2,X2,0.590800962878337,RSM (I-optimal),528,16
X3 (non-informative),X3,0.019298989582139006,RSM (I-optimal),528,16
Random Normal,Random Normal,0.2529017461805939,RSM (I-optimal),528,16
X1,X1,0.19515620298425043,RSM (I-optimal),529,16
X2,X2,0.592849125597139,RSM (I-optimal),529,16
X3 (non-informative),X3,0.02262115140683414,RSM (I-optimal),529,16
Random Normal,Random Normal,0.1893735200117764,RSM (I-optimal),529,16
X1,X1,0.20819669149631156,RSM (I-optimal),530,16
X2,X2,0.5801032239202352,RSM (I-optimal),530,16
X3 (non-informative),X3,0.03393336671217688,RSM (I-optimal),530,16
Random Normal,Random Normal,0.17776671787127638,RSM (I-optimal),530,16
X1,X1,0.1917768753663801,RSM (I-optimal),531,16
X2,X2,0.5870756947160101,RSM (I-optimal),531,16
X3 (non-informative),X3,0.0330634214300812,RSM (I-optimal),531,16
Random Normal,Random Normal,0.1880840084875286,RSM (I-optimal),531,16
X1,X1,0.27763210806067934,RSM (I-optimal),532,16
X2,X2,0.5602259067113621,RSM (I-optimal),532,16
X3 (non-informative),X3,0.037358107293160726,RSM (I-optimal),532,16
Random Normal,Random Normal,0.12478387793479785,RSM (I-optimal),532,16
X1,X1,0.29770085095617754,RSM (I-optimal),533,16
X2,X2,0.5081080852974291,RSM (I-optimal),533,16
X3 (non-informative),X3,0.05255806183065158,RSM (I-optimal),533,16
Random Normal,Random Normal,0.1416330019157418,RSM (I-optimal),533,16
X1,X1,0.2763857074620421,RSM (I-optimal),534,16
X2,X2,0.5817044258775408,RSM (I-optimal),534,16
X3 (non-informative),X3,0.030563290919725136,RSM (I-optimal),534,16
Random Normal,Random Normal,0.11134657574069187,RSM (I-optimal),534,16
X1,X1,0.23994734012278612,RSM (I-optimal),535,16
X2,X2,0.4643485842616957,RSM (I-optimal),535,16
X3 (non-informative),X3,0.02857248701182602,RSM (I-optimal),535,16
Random Normal,Random Normal,0.2671315886036921,RSM (I-optimal),535,16
X1,X1,0.2991516710656688,RSM (I-optimal),536,16
X2,X2,0.5498311681173249,RSM (I-optimal),536,16
X3 (non-informative),X3,0.02846633594856456,RSM (I-optimal),536,16
Random Normal,Random Normal,0.12255082486844178,RSM (I-optimal),536,16
X1,X1,0.2258604351351427,RSM (I-optimal),537,16
X2,X2,0.533863585701942,RSM (I-optimal),537,16
X3 (non-informative),X3,0.033021033739122185,RSM (I-optimal),537,16
Random Normal,Random Normal,0.20725494542379308,RSM (I-optimal),537,16
X1,X1,0.27088109489799145,RSM (I-optimal),538,16
X2,X2,0.6050514831706941,RSM (I-optimal),538,16
X3 (non-informative),X3,0.022267341431823268,RSM (I-optimal),538,16
Random Normal,Random Normal,0.10180008049949123,RSM (I-optimal),538,16
X1,X1,0.19373970338272714,RSM (I-optimal),539,16
X2,X2,0.5558984739735573,RSM (I-optimal),539,16
X3 (non-informative),X3,0.05051636193117494,RSM (I-optimal),539,16
Random Normal,Random Normal,0.19984546071254064,RSM (I-optimal),539,16
X1,X1,0.23420793083938374,RSM (I-optimal),540,16
X2,X2,0.5248891099956919,RSM (I-optimal),540,16
X3 (non-informative),X3,0.03115345259547488,RSM (I-optimal),540,16
Random Normal,Random Normal,0.20974950656944938,RSM (I-optimal),540,16
X1,X1,0.2835280528518196,RSM (I-optimal),541,16
X2,X2,0.5530374977609601,RSM (I-optimal),541,16
X3 (non-informative),X3,0.03589500678618952,RSM (I-optimal),541,16
Random Normal,Random Normal,0.12753944260103084,RSM (I-optimal),541,16
X1,X1,0.1846904896193011,RSM (I-optimal),542,16
X2,X2,0.6592609077307785,RSM (I-optimal),542,16
X3 (non-informative),X3,0.02186039885526913,RSM (I-optimal),542,16
Random Normal,Random Normal,0.13418820379465135,RSM (I-optimal),542,16
X1,X1,0.2558635539827726,RSM (I-optimal),543,16
X2,X2,0.5133581445778109,RSM (I-optimal),543,16
X3 (non-informative),X3,0.014430613635811,RSM (I-optimal),543,16
Random Normal,Random Normal,0.2163476878036056,RSM (I-optimal),543,16
X1,X1,0.013730100869015894,RSM (I-optimal),544,16
X2,X2,0.3758750858160812,RSM (I-optimal),544,16
X3 (non-informative),X3,0.0878693190759799,RSM (I-optimal),544,16
Random Normal,Random Normal,0.522525494238923,RSM (I-optimal),544,16
X1,X1,0.24454109031762222,RSM (I-optimal),545,16
X2,X2,0.6202211002577387,RSM (I-optimal),545,16
X3 (non-informative),X3,0.03335381334246163,RSM (I-optimal),545,16
Random Normal,Random Normal,0.10188399608217752,RSM (I-optimal),545,16
X1,X1,0.2570487352593434,RSM (I-optimal),546,16
X2,X2,0.5324629740348469,RSM (I-optimal),546,16
X3 (non-informative),X3,0.04465059948885842,RSM (I-optimal),546,16
Random Normal,Random Normal,0.1658376912169513,RSM (I-optimal),546,16
X1,X1,0.17227548007627344,RSM (I-optimal),547,16
X2,X2,0.4054774183574293,RSM (I-optimal),547,16
X3 (non-informative),X3,0.05490148920350903,RSM (I-optimal),547,16
Random Normal,Random Normal,0.3673456123627883,RSM (I-optimal),547,16
X1,X1,0.24381635268638197,RSM (I-optimal),548,16
X2,X2,0.5653443253805358,RSM (I-optimal),548,16
X3 (non-informative),X3,0.02614457911808301,RSM (I-optimal),548,16
Random Normal,Random Normal,0.1646947428149992,RSM (I-optimal),548,16
X1,X1,0.15768512954468494,RSM (I-optimal),549,16
X2,X2,0.5055403069789033,RSM (I-optimal),549,16
X3 (non-informative),X3,0.04388823149139449,RSM (I-optimal),549,16
Random Normal,Random Normal,0.2928863319850173,RSM (I-optimal),549,16
X1,X1,0.26715217862921015,RSM (I-optimal),550,16
X2,X2,0.5470013791819001,RSM (I-optimal),550,16
X3 (non-informative),X3,0.050166335621240406,RSM (I-optimal),550,16
Random Normal,Random Normal,0.1356801065676494,RSM (I-optimal),550,16
X1,X1,0.27273370440890915,RSM (I-optimal),551,16
X2,X2,0.5690759031121826,RSM (I-optimal),551,16
X3 (non-informative),X3,0.04067250177182859,RSM (I-optimal),551,16
Random Normal,Random Normal,0.11751789070707962,RSM (I-optimal),551,16
X1,X1,0.21180777089281286,RSM (I-optimal),552,16
X2,X2,0.5978255163366564,RSM (I-optimal),552,16
X3 (non-informative),X3,0.030848406241877156,RSM (I-optimal),552,16
Random Normal,Random Normal,0.15951830652865362,RSM (I-optimal),552,16
X1,X1,0.2258199489286659,RSM (I-optimal),553,16
X2,X2,0.5265380933830988,RSM (I-optimal),553,16
X3 (non-informative),X3,0.03870884747302063,RSM (I-optimal),553,16
Random Normal,Random Normal,0.20893311021521468,RSM (I-optimal),553,16
X1,X1,0.1577486902837563,RSM (I-optimal),554,16
X2,X2,0.5040544740165378,RSM (I-optimal),554,16
X3 (non-informative),X3,0.03979977860424267,RSM (I-optimal),554,16
Random Normal,Random Normal,0.29839705709546327,RSM (I-optimal),554,16
X1,X1,0.23859370375737293,RSM (I-optimal),555,16
X2,X2,0.543233344554316,RSM (I-optimal),555,16
X3 (non-informative),X3,0.033643739956760885,RSM (I-optimal),555,16
Random Normal,Random Normal,0.1845292117315501,RSM (I-optimal),555,16
X1,X1,0.12083195303244898,RSM (I-optimal),556,16
X2,X2,0.47425438656729324,RSM (I-optimal),556,16
X3 (non-informative),X3,0.054643816480601494,RSM (I-optimal),556,16
Random Normal,Random Normal,0.3502698439196563,RSM (I-optimal),556,16
X1,X1,0.25695512927767594,RSM (I-optimal),557,16
X2,X2,0.5747567676816078,RSM (I-optimal),557,16
X3 (non-informative),X3,0.02696393706094132,RSM (I-optimal),557,16
Random Normal,Random Normal,0.14132416597977496,RSM (I-optimal),557,16
X1,X1,0.22955263689273475,RSM (I-optimal),558,16
X2,X2,0.6229801614121843,RSM (I-optimal),558,16
X3 (non-informative),X3,0.016956225257241282,RSM (I-optimal),558,16
Random Normal,Random Normal,0.13051097643783974,RSM (I-optimal),558,16
X1,X1,0.12851947915466527,RSM (I-optimal),559,16
X2,X2,0.5068396326593522,RSM (I-optimal),559,16
X3 (non-informative),X3,0.1239648683963344,RSM (I-optimal),559,16
Random Normal,Random Normal,0.24067601978964817,RSM (I-optimal),559,16
X1,X1,0.19142126835482787,RSM (I-optimal),560,16
X2,X2,0.5312449524632336,RSM (I-optimal),560,16
X3 (non-informative),X3,0.0414999526275669,RSM (I-optimal),560,16
Random Normal,Random Normal,0.23583382655437177,RSM (I-optimal),560,16
X1,X1,0.25932371084285116,RSM (I-optimal),561,16
X2,X2,0.5626089039171649,RSM (I-optimal),561,16
X3 (non-informative),X3,0.02977734454720042,RSM (I-optimal),561,16
Random Normal,Random Normal,0.14829004069278356,RSM (I-optimal),561,16
X1,X1,0.3035714819631642,RSM (I-optimal),562,16
X2,X2,0.5458672413089496,RSM (I-optimal),562,16
X3 (non-informative),X3,0.024740082582061056,RSM (I-optimal),562,16
Random Normal,Random Normal,0.12582119414582524,RSM (I-optimal),562,16
X1,X1,0.22254286937421672,RSM (I-optimal),563,16
X2,X2,0.5679882001417073,RSM (I-optimal),563,16
X3 (non-informative),X3,0.03887653444642705,RSM (I-optimal),563,16
Random Normal,Random Normal,0.17059239603764903,RSM (I-optimal),563,16
X1,X1,0.15063343204688476,RSM (I-optimal),564,16
X2,X2,0.5587487211174088,RSM (I-optimal),564,16
X3 (non-informative),X3,0.021577687347675848,RSM (I-optimal),564,16
Random Normal,Random Normal,0.26904015948803056,RSM (I-optimal),564,16
X1,X1,0.24350944169606376,RSM (I-optimal),565,16
X2,X2,0.5726038893282351,RSM (I-optimal),565,16
X3 (non-informative),X3,0.037159896335747004,RSM (I-optimal),565,16
Random Normal,Random Normal,0.14672677263995407,RSM (I-optimal),565,16
X1,X1,0.28775380238563053,RSM (I-optimal),566,16
X2,X2,0.56576668022242,RSM (I-optimal),566,16
X3 (non-informative),X3,0.01776067944856118,RSM (I-optimal),566,16
Random Normal,Random Normal,0.12871883794338823,RSM (I-optimal),566,16
X1,X1,0.202982895404649,RSM (I-optimal),567,16
X2,X2,0.56409442859067,RSM (I-optimal),567,16
X3 (non-informative),X3,0.036853324310503935,RSM (I-optimal),567,16
Random Normal,Random Normal,0.19606935169417714,RSM (I-optimal),567,16
X1,X1,0.22279272169649203,RSM (I-optimal),568,16
X2,X2,0.6563998516404778,RSM (I-optimal),568,16
X3 (non-informative),X3,0.04344497068212622,RSM (I-optimal),568,16
Random Normal,Random Normal,0.07736245598090408,RSM (I-optimal),568,16
X1,X1,0.21303840069282276,RSM (I-optimal),569,16
X2,X2,0.6057177324281208,RSM (I-optimal),569,16
X3 (non-informative),X3,0.027620601435281354,RSM (I-optimal),569,16
Random Normal,Random Normal,0.15362326544377508,RSM (I-optimal),569,16
X1,X1,0.24865072478571396,RSM (I-optimal),570,16
X2,X2,0.569572558105178,RSM (I-optimal),570,16
X3 (non-informative),X3,0.041015307837531496,RSM (I-optimal),570,16
Random Normal,Random Normal,0.14076140927157646,RSM (I-optimal),570,16
X1,X1,0.1740784581065557,RSM (I-optimal),571,16
X2,X2,0.5570264457940967,RSM (I-optimal),571,16
X3 (non-informative),X3,0.03366175267559732,RSM (I-optimal),571,16
Random Normal,Random Normal,0.23523334342375024,RSM (I-optimal),571,16
X1,X1,0.20110852564770385,RSM (I-optimal),572,16
X2,X2,0.544210224097616,RSM (I-optimal),572,16
X3 (non-informative),X3,0.029923323192708313,RSM (I-optimal),572,16
Random Normal,Random Normal,0.2247579270619718,RSM (I-optimal),572,16
